city,house,subj_cod,age,student,worker,none,id_place,susc,latent,inf,recov,lat_day,inf_day,imm,day_recov
Ukunda,U18,U18_7,10,1,0,0,U9_s,1,0,0,0,0,0,0,0
Ukunda,U18,U18_8,33,0,0,1,U18,1,0,0,0,0,0,0,0
Ukunda,U18,U18_9,75,0,0,1,U18,1,0,0,0,0,0,0,0
Ukunda,U19,U19_1,27,0,0,1,U19,1,0,0,0,0,0,0,0
Ukunda,U19,U19_2,45,0,1,0,U323_w,1,0,0,0,0,0,0,0
Ukunda,U19,U19_3,7,1,0,0,U8_s,1,0,0,0,0,0,0,0
Ukunda,U19,U19_4,5,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U20,U20_1,56,0,1,0,U222_w,1,0,0,0,0,0,0,0
Ukunda,U20,U20_2,25,0,0,1,U20,1,0,0,0,0,0,0,0
Ukunda,U20,U20_3,35,0,0,1,U20,1,0,0,0,0,0,0,0
Ukunda,U20,U20_4,40,0,1,0,U277_w,1,0,0,0,0,0,0,0
Ukunda,U20,U20_5,13,1,0,0,U12_s,1,0,0,0,0,0,0,0
Ukunda,U21,U21_1,14,1,0,0,U6_s,1,0,0,0,0,0,0,0
Ukunda,U21,U21_2,5,0,0,1,U21,1,0,0,0,0,0,0,0
Ukunda,U21,U21_3,19,0,1,0,U85_w,1,0,0,0,0,0,0,0
Ukunda,U21,U21_4,32,0,1,0,U17_w,1,0,0,0,0,0,0,0
Ukunda,U22,U22_1,0,0,0,1,U22,1,0,0,0,0,0,0,0
Ukunda,U22,U22_2,40,0,0,1,U22,1,0,0,0,0,0,0,0
Ukunda,U22,U22_3,33,0,0,1,U22,1,0,0,0,0,0,0,0
Ukunda,U22,U22_4,5,1,0,0,U1_s,1,0,0,0,0,0,0,0
Ukunda,U22,U22_5,19,0,0,1,U22,1,0,0,0,0,0,0,0
Ukunda,U22,U22_6,23,0,1,0,U145_w,1,0,0,0,0,0,0,0
Ukunda,U22,U22_7,33,0,1,0,U108_w,1,0,0,0,0,0,0,0
Ukunda,U22,U22_8,18,0,0,1,U22,1,0,0,0,0,0,0,0
Ukunda,U23,U23_1,11,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U23,U23_2,3,0,0,1,U23,1,0,0,0,0,0,0,0
Ukunda,U23,U23_3,29,0,0,1,U23,1,0,0,0,0,0,0,0
Ukunda,U23,U23_4,27,0,1,0,U347_w,1,0,0,0,0,0,0,0
Ukunda,U23,U23_5,37,0,1,0,U117_w,1,0,0,0,0,0,0,0
Ukunda,U23,U23_6,39,0,1,0,U209_w,1,0,0,0,0,0,0,0
Ukunda,U23,U23_7,28,0,0,1,U23,1,0,0,0,0,0,0,0
Ukunda,U23,U23_8,32,0,1,0,U33_w,1,0,0,0,0,0,0,0
Ukunda,U23,U23_9,9,1,0,0,U5_s,1,0,0,0,0,0,0,0
Ukunda,U24,U24_1,8,1,0,0,U12_s,1,0,0,0,0,0,0,0
Ukunda,U24,U24_2,39,0,1,0,U234_w,1,0,0,0,0,0,0,0
Ukunda,U24,U24_3,11,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U24,U24_4,29,0,1,0,U316_w,1,0,0,0,0,0,0,0
Ukunda,U24,U24_5,1,0,0,1,U24,1,0,0,0,0,0,0,0
Ukunda,U24,U24_6,40,0,0,1,U24,1,0,0,0,0,0,0,0
Ukunda,U24,U24_7,22,0,1,0,U275_w,1,0,0,0,0,0,0,0
Ukunda,U25,U25_1,24,0,1,0,U206_w,1,0,0,0,0,0,0,0
Ukunda,U25,U25_2,3,0,0,1,U25,1,0,0,0,0,0,0,0
Ukunda,U25,U25_3,8,1,0,0,U13_s,1,0,0,0,0,0,0,0
Ukunda,U25,U25_4,20,0,1,0,U369_w,1,0,0,0,0,0,0,0
Ukunda,U25,U25_5,46,0,1,0,U176_w,1,0,0,0,0,0,0,0
Ukunda,U25,U25_6,36,0,1,0,U111_w,1,0,0,0,0,0,0,0
Ukunda,U25,U25_7,20,0,0,1,U25,1,0,0,0,0,0,0,0
Ukunda,U25,U25_8,30,0,0,1,U25,1,0,0,0,0,0,0,0
Ukunda,U25,U25_9,4,0,0,1,U25,1,0,0,0,0,0,0,0
Ukunda,U26,U26_1,21,0,1,0,U296_w,1,0,0,0,0,0,0,0
Ukunda,U26,U26_2,33,0,1,0,U261_w,1,0,0,0,0,0,0,0
Ukunda,U27,U27_1,31,0,1,0,U25_w,1,0,0,0,0,0,0,0
Ukunda,U27,U27_2,22,0,0,1,U27,1,0,0,0,0,0,0,0
Ukunda,U27,U27_3,35,0,1,0,U130_w,1,0,0,0,0,0,0,0
Ukunda,U28,U28_1,30,0,0,1,U28,1,0,0,0,0,0,0,0
Ukunda,U28,U28_2,38,0,0,1,U28,1,0,0,0,0,0,0,0
Ukunda,U28,U28_3,41,0,1,0,U108_w,1,0,0,0,0,0,0,0
Ukunda,U28,U28_4,8,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U28,U28_5,27,0,1,0,U311_w,1,0,0,0,0,0,0,0
Ukunda,U28,U28_6,1,0,0,1,U28,1,0,0,0,0,0,0,0
Ukunda,U28,U28_7,30,0,0,1,U28,1,0,0,0,0,0,0,0
Ukunda,U29,U29_1,0,0,0,1,U29,1,0,0,0,0,0,0,0
Ukunda,U29,U29_2,59,0,0,1,U29,1,0,0,0,0,0,0,0
Ukunda,U29,U29_3,94,0,0,1,U29,1,0,0,0,0,0,0,0
Ukunda,U29,U29_4,13,1,0,0,U9_s,1,0,0,0,0,0,0,0
Ukunda,U29,U29_5,24,0,1,0,U392_w,1,0,0,0,0,0,0,0
Ukunda,U29,U29_6,14,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U29,U29_7,30,0,1,0,U350_w,1,0,0,0,0,0,0,0
Ukunda,U29,U29_8,10,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U30,U30_1,25,0,1,0,U293_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_2,41,0,1,0,U154_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_3,32,0,1,0,U275_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_4,12,1,0,0,U11_s,1,0,0,0,0,0,0,0
Ukunda,U30,U30_5,29,0,1,0,U71_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_6,23,0,1,0,U346_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_7,60,0,1,0,U184_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_8,35,0,1,0,U158_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_9,35,0,0,1,U30,1,0,0,0,0,0,0,0
Ukunda,U30,U30_10,26,0,0,1,U30,1,0,0,0,0,0,0,0
Ukunda,U30,U30_11,42,0,1,0,U13_w,1,0,0,0,0,0,0,0
Ukunda,U30,U30_12,9,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U31,U31_1,22,0,1,0,U308_w,1,0,0,0,0,0,0,0
Ukunda,U31,U31_2,37,0,1,0,U121_w,1,0,0,0,0,0,0,0
Ukunda,U31,U31_3,50,0,0,1,U31,1,0,0,0,0,0,0,0
Ukunda,U31,U31_4,23,0,1,0,U175_w,1,0,0,0,0,0,0,0
Ukunda,U31,U31_5,10,1,0,0,U14_s,1,0,0,0,0,0,0,0
Ukunda,U32,U32_1,26,0,1,0,U142_w,1,0,0,0,0,0,0,0
Ukunda,U32,U32_2,32,0,0,1,U32,1,0,0,0,0,0,0,0
Ukunda,U32,U32_3,9,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U32,U32_4,43,0,0,1,U32,1,0,0,0,0,0,0,0
Ukunda,U32,U32_5,47,0,0,1,U32,1,0,0,0,0,0,0,0
Ukunda,U32,U32_6,42,0,1,0,U19_w,1,0,0,0,0,0,0,0
Ukunda,U32,U32_7,3,0,0,1,U32,1,0,0,0,0,0,0,0
Ukunda,U32,U32_8,19,0,1,0,U365_w,1,0,0,0,0,0,0,0
Ukunda,U33,U33_1,6,1,0,0,U5_s,1,0,0,0,0,0,0,0
Ukunda,U33,U33_2,2,0,0,1,U33,1,0,0,0,0,0,0,0
Ukunda,U33,U33_3,11,1,0,0,U1_s,1,0,0,0,0,0,0,0
Ukunda,U34,U34_1,27,0,1,0,U45_w,1,0,0,0,0,0,0,0
Ukunda,U34,U34_2,10,1,0,0,U11_s,1,0,0,0,0,0,0,0
Ukunda,U34,U34_3,48,0,1,0,U59_w,1,0,0,0,0,0,0,0
Ukunda,U34,U34_4,21,0,1,0,U174_w,1,0,0,0,0,0,0,0
Ukunda,U34,U34_5,25,0,0,1,U34,1,0,0,0,0,0,0,0
Ukunda,U35,U35_1,22,0,1,0,U105_w,1,0,0,0,0,0,0,0
Ukunda,U35,U35_2,1,0,0,1,U35,1,0,0,0,0,0,0,0
Ukunda,U35,U35_3,52,0,1,0,U93_w,1,0,0,0,0,0,0,0
Ukunda,U35,U35_4,6,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U35,U35_5,18,0,1,0,U43_w,1,0,0,0,0,0,0,0
Ukunda,U35,U35_6,3,0,0,1,U35,1,0,0,0,0,0,0,0
Ukunda,U36,U36_1,30,0,0,1,U36,1,0,0,0,0,0,0,0
Ukunda,U36,U36_2,27,0,0,1,U36,1,0,0,0,0,0,0,0
Ukunda,U36,U36_3,38,0,0,1,U36,1,0,0,0,0,0,0,0
Ukunda,U36,U36_4,43,0,1,0,U311_w,1,0,0,0,0,0,0,0
Ukunda,U36,U36_5,36,0,1,0,U245_w,1,0,0,0,0,0,0,0
Ukunda,U36,U36_6,43,0,1,0,U285_w,1,0,0,0,0,0,0,0
Ukunda,U36,U36_7,33,0,0,1,U36,1,0,0,0,0,0,0,0
Ukunda,U36,U36_8,8,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U36,U36_9,23,0,1,0,U344_w,1,0,0,0,0,0,0,0
Ukunda,U36,U36_10,20,0,0,1,U36,1,0,0,0,0,0,0,0
Ukunda,U37,U37_1,2,0,0,1,U37,1,0,0,0,0,0,0,0
Ukunda,U37,U37_2,4,0,0,1,U37,1,0,0,0,0,0,0,0
Ukunda,U37,U37_3,35,0,1,0,U303_w,1,0,0,0,0,0,0,0
Ukunda,U37,U37_4,13,1,0,0,U13_s,1,0,0,0,0,0,0,0
Ukunda,U37,U37_5,4,0,0,1,U37,1,0,0,0,0,0,0,0
Ukunda,U37,U37_6,24,0,1,0,U155_w,1,0,0,0,0,0,0,0
Ukunda,U37,U37_7,22,0,1,0,U288_w,1,0,0,0,0,0,0,0
Ukunda,U38,U38_1,19,0,0,1,U38,1,0,0,0,0,0,0,0
Ukunda,U38,U38_2,23,0,1,0,U272_w,1,0,0,0,0,0,0,0
Ukunda,U38,U38_3,6,1,0,0,U8_s,1,0,0,0,0,0,0,0
Ukunda,U38,U38_4,35,0,1,0,U301_w,1,0,0,0,0,0,0,0
Ukunda,U38,U38_5,35,0,1,0,U161_w,1,0,0,0,0,0,0,0
Ukunda,U38,U38_6,53,0,1,0,U63_w,1,0,0,0,0,0,0,0
Ukunda,U39,U39_1,26,0,0,1,U39,1,0,0,0,0,0,0,0
Ukunda,U39,U39_2,2,0,0,1,U39,1,0,0,0,0,0,0,0
Ukunda,U39,U39_3,25,0,0,1,U39,1,0,0,0,0,0,0,0
Ukunda,U40,U40_1,1,0,0,1,U40,1,0,0,0,0,0,0,0
Ukunda,U40,U40_2,45,0,1,0,U382_w,1,0,0,0,0,0,0,0
Ukunda,U40,U40_3,6,1,0,0,U5_s,1,0,0,0,0,0,0,0
Ukunda,U40,U40_4,16,0,1,0,U232_w,1,0,0,0,0,0,0,0
Ukunda,U40,U40_5,9,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U40,U40_6,19,0,1,0,U24_w,1,0,0,0,0,0,0,0
Ukunda,U41,U41_1,6,1,0,0,U1_s,1,0,0,0,0,0,0,0
Ukunda,U41,U41_2,59,0,1,0,U22_w,1,0,0,0,0,0,0,0
Ukunda,U41,U41_3,4,0,0,1,U41,1,0,0,0,0,0,0,0
Ukunda,U41,U41_4,24,0,0,1,U41,1,0,0,0,0,0,0,0
Ukunda,U41,U41_5,7,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U41,U41_6,20,0,0,1,U41,1,0,0,0,0,0,0,0
Ukunda,U41,U41_7,87,0,0,1,U41,1,0,0,0,0,0,0,0
Ukunda,U42,U42_1,11,1,0,0,U5_s,1,0,0,0,0,0,0,0
Ukunda,U42,U42_2,30,0,1,0,U52_w,1,0,0,0,0,0,0,0
Ukunda,U42,U42_3,67,0,0,1,U42,1,0,0,0,0,0,0,0
Ukunda,U42,U42_4,29,0,1,0,U397_w,1,0,0,0,0,0,0,0
Ukunda,U42,U42_5,13,1,0,0,U6_s,1,0,0,0,0,0,0,0
Ukunda,U42,U42_6,33,0,0,1,U42,1,0,0,0,0,0,0,0
Ukunda,U42,U42_7,52,0,1,0,U248_w,1,0,0,0,0,0,0,0
Ukunda,U43,U43_1,58,0,1,0,U189_w,1,0,0,0,0,0,0,0
Ukunda,U43,U43_2,51,0,1,0,U120_w,1,0,0,0,0,0,0,0
Ukunda,U43,U43_3,69,0,0,1,U43,1,0,0,0,0,0,0,0
Ukunda,U43,U43_4,7,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U43,U43_5,6,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U43,U43_6,17,0,0,1,U43,1,0,0,0,0,0,0,0
Ukunda,U43,U43_7,71,0,0,1,U43,1,0,0,0,0,0,0,0
Ukunda,U43,U43_8,11,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U43,U43_9,24,0,1,0,U219_w,1,0,0,0,0,0,0,0
Ukunda,U43,U43_10,13,1,0,0,U2_s,1,0,0,0,0,0,0,0
Ukunda,U43,U43_11,35,0,1,0,U187_w,1,0,0,0,0,0,0,0
Ukunda,U43,U43_12,6,1,0,0,U11_s,1,0,0,0,0,0,0,0
Ukunda,U43,U43_13,32,0,1,0,U85_w,1,0,0,0,0,0,0,0
Ukunda,U44,U44_1,13,1,0,0,U12_s,1,0,0,0,0,0,0,0
Ukunda,U44,U44_2,55,0,1,0,U25_w,1,0,0,0,0,0,0,0
Ukunda,U44,U44_3,5,0,0,1,U44,1,0,0,0,0,0,0,0
Ukunda,U44,U44_4,21,0,1,0,U210_w,1,0,0,0,0,0,0,0
Ukunda,U44,U44_5,18,0,1,0,U189_w,1,0,0,0,0,0,0,0
Ukunda,U44,U44_6,65,0,0,1,U44,1,0,0,0,0,0,0,0
Ukunda,U44,U44_7,30,0,1,0,U184_w,1,0,0,0,0,0,0,0
Ukunda,U45,U45_1,45,0,1,0,U108_w,1,0,0,0,0,0,0,0
Ukunda,U45,U45_2,27,0,1,0,U58_w,1,0,0,0,0,0,0,0
Ukunda,U45,U45_3,1,0,0,1,U45,1,0,0,0,0,0,0,0
Ukunda,U45,U45_4,14,1,0,0,U11_s,1,0,0,0,0,0,0,0
Ukunda,U45,U45_5,20,0,1,0,U152_w,1,0,0,0,0,0,0,0
Ukunda,U45,U45_6,54,0,1,0,U28_w,1,0,0,0,0,0,0,0
Ukunda,U45,U45_7,12,1,0,0,U10_s,1,0,0,0,0,0,0,0
Ukunda,U45,U45_8,44,0,1,0,U209_w,1,0,0,0,0,0,0,0
Ukunda,U46,U46_1,25,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_2,5,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_3,8,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U46,U46_4,33,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_5,11,1,0,0,U6_s,1,0,0,0,0,0,0,0
Ukunda,U46,U46_6,26,0,1,0,U9_w,1,0,0,0,0,0,0,0
Ukunda,U46,U46_7,70,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_8,17,1,0,0,U6_s,1,0,0,0,0,0,0,0
Ukunda,U46,U46_9,69,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_10,47,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_11,20,0,0,1,U46,1,0,0,0,0,0,0,0
Ukunda,U46,U46_12,16,1,0,0,U3_s,1,0,0,0,0,0,0,0
Ukunda,U47,U47_1,10,1,0,0,U11_s,1,0,0,0,0,0,0,0
Ukunda,U47,U47_2,32,0,0,1,U47,1,0,0,0,0,0,0,0
Ukunda,U47,U47_3,21,0,1,0,U263_w,1,0,0,0,0,0,0,0
Ukunda,U47,U47_4,26,0,1,0,U34_w,1,0,0,0,0,0,0,0
