city,type,code,hours,Container_s,Container_ml,liters,n_vectors,susc,exp,inf
Ukunda,house,U182,7.3,0,1,10,0,0,0,0
Ukunda,house,U183,9.0,0,2,10,0,0,0,0
Ukunda,house,U184,10.5,1,0,3,0,0,0,0
Ukunda,house,U185,9.6,0,1,10,0,0,0,0
Ukunda,house,U186,11.5,1,4,10,0,0,0,0
Ukunda,house,U187,11.0,0,0,0,0,0,0,0
Ukunda,house,U188,11.0,0,1,10,0,0,0,0
Ukunda,house,U189,6.6,0,2,10,0,0,0,0
Ukunda,house,U190,10.3,0,0,0,0,0,0,0
Ukunda,house,U191,10.1,0,0,0,0,0,0,0
Ukunda,house,U192,8.1,1,1,10,0,0,0,0
Ukunda,house,U193,9.6,1,1,10,26,26,0,0
Ukunda,house,U194,10.4,0,1,10,0,0,0,0
Ukunda,house,U195,10.1,2,1,10,0,0,0,0
Ukunda,house,U196,6.4,0,2,10,0,0,0,0
Ukunda,house,U197,9.8,0,0,0,0,0,0,0
Ukunda,house,U198,8.1,0,1,10,0,0,0,0
Ukunda,house,U199,8.4,1,0,1,0,0,0,0
Ukunda,house,U200,11.3,0,0,0,0,0,0,0
Ukunda,house,U201,10.7,0,2,10,10,10,0,0
Ukunda,house,U202,7.6,0,0,0,0,0,0,0
Ukunda,house,U203,9.7,1,0,1,11,11,0,0
Ukunda,house,U204,7.4,0,0,0,0,0,0,0
Ukunda,house,U205,10.3,1,2,10,0,0,0,0
Ukunda,house,U206,11.0,1,2,10,0,0,0,0
Ukunda,house,U207,9.3,0,0,0,0,0,0,0
Ukunda,house,U208,9.8,0,1,10,0,0,0,0
Ukunda,house,U209,8.6,0,0,0,0,0,0,0
Ukunda,house,U210,8.1,1,0,1,0,0,0,0
Ukunda,house,U211,9.8,0,1,10,0,0,0,0
Ukunda,house,U212,7.2,0,1,10,0,0,0,0
Ukunda,house,U213,6.6,1,0,1,0,0,0,0
Ukunda,house,U214,9.6,2,2,10,0,0,0,0
Ukunda,house,U215,11.2,2,0,2,0,0,0,0
Ukunda,house,U216,6.8,1,1,10,0,0,0,0
Ukunda,house,U217,7.9,2,0,4,0,0,0,0
Ukunda,house,U218,7.2,0,0,0,0,0,0,0
Ukunda,house,U219,10.3,0,0,0,0,0,0,0
Ukunda,house,U220,7.1,0,0,0,0,0,0,0
Ukunda,house,U221,10.0,1,0,1,0,0,0,0
Ukunda,house,U222,10.9,1,3,10,70,70,0,0
Ukunda,house,U223,8.8,2,2,10,0,0,0,0
Ukunda,house,U224,7.6,0,1,10,0,0,0,0
Ukunda,house,U225,8.1,0,0,0,0,0,0,0
Ukunda,house,U226,10.7,0,1,10,0,0,0,0
Ukunda,house,U227,11.5,0,0,0,0,0,0,0
Ukunda,house,U228,7.5,1,2,10,0,0,0,0
Ukunda,house,U229,8.4,1,3,10,26,26,0,0
Ukunda,house,U230,6.6,0,2,10,0,0,0,0
Ukunda,house,U231,9.8,0,1,10,0,0,0,0
Ukunda,house,U232,7.5,0,0,0,0,0,0,0
Ukunda,house,U233,10.6,0,2,10,0,0,0,0
Ukunda,house,U234,8.5,2,2,10,10,10,0,0
Ukunda,house,U235,11.6,0,0,0,0,0,0,0
Ukunda,house,U236,11.0,0,0,0,0,0,0,0
Ukunda,house,U237,10.0,1,0,1,0,0,0,0
Ukunda,house,U238,8.3,3,4,10,0,0,0,0
Ukunda,house,U239,10.4,1,2,10,11,11,0,0
Ukunda,house,U240,9.3,0,0,0,0,0,0,0
Ukunda,house,U241,7.9,0,1,10,0,0,0,0
Ukunda,house,U242,7.9,0,0,0,0,0,0,0
Ukunda,house,U243,11.4,1,0,1,26,26,0,0
Ukunda,house,U244,9.9,2,1,10,0,0,0,0
Ukunda,house,U245,6.7,0,1,10,0,0,0,0
Ukunda,house,U246,6.9,1,2,10,0,0,0,0
Ukunda,house,U247,9.2,0,0,0,0,0,0,0
Ukunda,house,U248,11.2,0,0,0,0,0,0,0
Ukunda,house,U249,7.8,0,1,10,0,0,0,0
Ukunda,house,U250,9.8,1,1,10,0,0,0,0
Ukunda,house,U251,11.6,1,0,1,0,0,0,0
Ukunda,house,U252,8.6,0,1,10,25,25,0,0
Ukunda,house,U253,7.3,0,1,10,0,0,0,0
Ukunda,house,U254,6.6,0,1,10,0,0,0,0
Ukunda,house,U255,9.1,0,1,10,0,0,0,0
Ukunda,house,U256,11.0,0,2,10,0,0,0,0
Ukunda,house,U257,9.5,0,0,0,0,0,0,0
Ukunda,house,U258,8.1,0,0,0,0,0,0,0
Ukunda,house,U259,7.0,0,0,0,0,0,0,0
Ukunda,house,U260,7.7,1,1,10,0,0,0,0
Ukunda,house,U261,11.9,0,1,10,0,0,0,0
Ukunda,house,U262,11.2,0,0,0,0,0,0,0
Ukunda,house,U263,9.7,0,0,0,0,0,0,0
Ukunda,house,U264,11.8,0,3,10,10,10,0,0
Ukunda,house,U265,7.1,0,1,10,0,0,0,0
Ukunda,house,U266,10.6,1,1,10,0,0,0,0
Ukunda,house,U267,9.5,0,0,0,0,0,0,0
Ukunda,house,U268,7.2,0,0,0,0,0,0,0
Ukunda,house,U269,11.0,0,0,0,0,0,0,0
Ukunda,house,U270,11.9,2,1,10,0,0,0,0
Ukunda,house,U271,7.2,0,0,0,0,0,0,0
Ukunda,house,U272,6.6,1,2,10,0,0,0,0
Ukunda,house,U273,8.0,1,0,1,0,0,0,0
Ukunda,house,U274,7.2,0,2,10,63,63,0,0
Ukunda,house,U275,7.1,1,0,2,0,0,0,0
Ukunda,house,U276,11.1,1,4,10,0,0,0,0
Ukunda,house,U277,9.1,0,0,0,0,0,0,0
Ukunda,house,U278,7.6,1,4,10,0,0,0,0
Ukunda,house,U279,7.7,2,2,10,31,31,0,0
Ukunda,house,U280,10.1,1,1,10,0,0,0,0
Ukunda,house,U281,7.9,0,3,10,13,13,0,0
Ukunda,house,U282,8.5,0,0,0,0,0,0,0
Ukunda,house,U283,8.6,1,0,1,0,0,0,0
Ukunda,house,U284,10.4,0,0,0,0,0,0,0
Ukunda,house,U285,10.3,1,2,10,0,0,0,0
Ukunda,house,U286,7.6,1,0,2,0,0,0,0
Ukunda,house,U287,7.8,0,0,0,0,0,0,0
Ukunda,house,U288,11.9,1,2,10,41,41,0,0
Ukunda,house,U289,9.2,0,0,0,0,0,0,0
Ukunda,house,U290,12.0,0,1,10,0,0,0,0
Ukunda,house,U291,11.4,0,0,0,0,0,0,0
Ukunda,house,U292,8.7,1,1,10,4,4,0,0
Ukunda,house,U293,6.9,0,0,0,0,0,0,0
Ukunda,house,U294,6.7,0,0,0,0,0,0,0
Ukunda,house,U295,7.3,1,1,10,14,14,0,0
Ukunda,house,U296,11.8,1,1,10,0,0,0,0
Ukunda,house,U297,8.5,0,0,0,0,0,0,0
Ukunda,house,U298,7.9,1,1,10,0,0,0,0
Ukunda,house,U299,11.4,4,0,7,0,0,0,0
Ukunda,house,U300,6.8,0,0,0,0,0,0,0
Ukunda,house,U301,10.0,0,0,0,0,0,0,0
Ukunda,house,U302,10.3,2,2,10,0,0,0,0
Ukunda,house,U303,12.0,1,6,10,5,5,0,0
Ukunda,house,U304,9.6,0,0,0,0,0,0,0
Ukunda,house,U305,11.4,0,0,0,0,0,0,0
Ukunda,house,U306,9.9,1,0,1,4,4,0,0
Ukunda,house,U307,9.0,0,1,10,0,0,0,0
Ukunda,house,U308,11.7,0,0,0,0,0,0,0
Ukunda,house,U309,11.7,0,2,10,0,0,0,0
Ukunda,house,U310,10.0,2,0,3,0,0,0,0
Ukunda,house,U311,9.9,0,6,10,0,0,0,0
Ukunda,house,U312,6.7,0,0,0,0,0,0,0
Ukunda,house,U313,11.9,0,0,0,0,0,0,0
Ukunda,house,U314,11.3,1,1,10,0,0,0,0
Ukunda,house,U315,6.6,0,1,10,0,0,0,0
Ukunda,house,U316,7.8,0,2,10,0,0,0,0
Ukunda,house,U317,11.3,0,1,10,0,0,0,0
Ukunda,house,U318,7.0,3,0,5,66,66,0,0
Ukunda,house,U319,9.3,1,1,10,0,0,0,0
Ukunda,house,U320,10.4,2,2,10,13,13,0,0
Ukunda,house,U321,11.4,1,0,1,0,0,0,0
Ukunda,house,U322,9.2,1,0,2,0,0,0,0
Ukunda,house,U323,11.6,2,0,5,0,0,0,0
Ukunda,house,U324,10.4,0,0,0,0,0,0,0
Ukunda,house,U325,9.7,0,0,0,0,0,0,0
Ukunda,house,U326,6.5,0,0,0,0,0,0,0
Ukunda,house,U327,11.6,0,0,0,0,0,0,0
Ukunda,house,U328,8.4,0,1,10,0,0,0,0
Ukunda,house,U329,10.4,1,0,1,0,0,0,0
Ukunda,house,U330,11.7,0,2,10,0,0,0,0
Ukunda,house,U331,8.7,0,1,10,0,0,0,0
Ukunda,house,U332,10.4,0,0,0,0,0,0,0
Ukunda,house,U333,10.7,2,1,10,0,0,0,0
Ukunda,house,U334,11.5,0,1,10,0,0,0,0
Ukunda,house,U335,8.3,2,3,10,0,0,0,0
Ukunda,house,U336,10.7,0,1,10,0,0,0,0
Ukunda,house,U337,7.6,1,2,10,0,0,0,0
Ukunda,house,U338,11.3,0,0,0,0,0,0,0
Ukunda,house,U339,11.4,1,2,10,0,0,0,0
Ukunda,house,U340,8.3,0,0,0,0,0,0,0
Ukunda,house,U341,8.2,0,1,10,0,0,0,0
Ukunda,house,U342,10.9,3,0,6,0,0,0,0
Ukunda,house,U343,7.6,0,1,10,0,0,0,0
Ukunda,house,U344,7.6,0,0,0,0,0,0,0
Ukunda,house,U345,7.8,0,2,10,0,0,0,0
Ukunda,house,U346,8.2,0,0,0,0,0,0,0
Ukunda,house,U347,11.5,1,3,10,0,0,0,0
Ukunda,house,U348,9.7,1,1,10,0,0,0,0
Ukunda,house,U349,9.2,1,0,1,0,0,0,0
Ukunda,house,U350,8.9,1,0,1,0,0,0,0
Ukunda,house,U351,6.6,0,0,0,0,0,0,0
Ukunda,house,U352,9.3,0,1,10,0,0,0,0
Ukunda,house,U353,8.9,0,0,0,0,0,0,0
Ukunda,house,U354,11.7,1,0,3,0,0,0,0
Ukunda,house,U355,6.9,1,2,10,0,0,0,0
Ukunda,house,U356,6.7,1,0,2,0,0,0,0
Ukunda,house,U357,11.9,0,0,0,0,0,0,0
Ukunda,house,U358,6.5,0,1,10,0,0,0,0
Ukunda,house,U359,7.5,2,0,2,0,0,0,0
Ukunda,house,U360,8.9,1,1,10,0,0,0,0
Ukunda,house,U361,11.9,0,3,10,26,26,0,0
Ukunda,house,U362,7.5,0,0,0,0,0,0,0
Ukunda,house,U363,8.6,0,1,10,0,0,0,0
Ukunda,house,U364,11.7,0,0,0,0,0,0,0
Ukunda,house,U365,7.6,1,1,10,0,0,0,0
Ukunda,house,U366,11.2,0,0,0,0,0,0,0
Ukunda,house,U367,8.9,0,1,10,0,0,0,0
Ukunda,house,U368,8.0,0,1,10,0,0,0,0
Ukunda,house,U369,9.0,1,0,2,0,0,0,0
Ukunda,house,U370,7.1,2,0,2,0,0,0,0
Ukunda,house,U371,7.6,0,2,10,0,0,0,0
Ukunda,house,U372,9.4,0,3,10,0,0,0,0
Ukunda,house,U373,8.0,0,1,10,0,0,0,0
Ukunda,house,U374,11.9,1,1,10,0,0,0,0
Ukunda,house,U375,11.4,0,2,10,0,0,0,0
Ukunda,house,U376,10.7,2,2,10,0,0,0,0
Ukunda,house,U377,7.5,1,2,10,0,0,0,0
Ukunda,house,U378,9.8,0,0,0,0,0,0,0
Ukunda,house,U379,7.0,0,0,0,0,0,0,0
Ukunda,house,U380,7.7,1,3,10,0,0,0,0
Ukunda,house,U381,10.5,0,1,10,0,0,0,0
Ukunda,house,U382,7.4,2,0,2,0,0,0,0
Ukunda,house,U383,12.0,1,0,2,0,0,0,0
Ukunda,house,U384,6.4,0,2,10,6,6,0,0
Ukunda,house,U385,8.1,1,2,10,0,0,0,0
Ukunda,house,U386,8.2,0,0,0,0,0,0,0
Ukunda,house,U387,10.6,0,0,0,0,0,0,0
Ukunda,house,U388,8.5,0,3,10,0,0,0,0
Ukunda,house,U389,7.1,0,0,0,0,0,0,0
Ukunda,house,U390,11.3,1,0,3,0,0,0,0
Ukunda,house,U391,7.8,0,1,10,0,0,0,0
Ukunda,house,U392,7.2,1,1,10,0,0,0,0
Ukunda,house,U393,7.3,1,5,10,0,0,0,0
Ukunda,house,U394,8.0,0,0,0,0,0,0,0
Ukunda,house,U395,8.1,0,0,0,0,0,0,0
Ukunda,house,U396,7.2,1,0,1,0,0,0,0
Ukunda,house,U397,8.2,0,2,10,0,0,0,0
Ukunda,house,U398,10.2,0,1,10,0,0,0,0
Ukunda,house,U399,12.0,1,1,10,0,0,0,0
Ukunda,house,U400,10.5,1,2,10,0,0,0,0
Ukunda,house,U401,7.6,0,0,0,0,0,0,0
Ukunda,house,U402,6.6,0,1,10,0,0,0,0
Ukunda,house,U403,11.5,1,0,1,0,0,0,0
Ukunda,house,U404,9.9,0,0,0,0,0,0,0
Ukunda,house,U405,11.5,1,0,3,0,0,0,0
Ukunda,house,U406,10.0,2,0,4,0,0,0,0
Ukunda,house,U407,12.0,1,1,10,0,0,0,0
Ukunda,house,U408,9.0,2,0,2,0,0,0,0
Ukunda,house,U409,12.0,1,2,10,0,0,0,0
Ukunda,house,U410,8.6,1,2,10,0,0,0,0
Ukunda,house,U411,7.1,0,2,10,0,0,0,0
Ukunda,house,U412,11.1,0,6,10,0,0,0,0
Ukunda,house,U413,11.2,0,1,10,0,0,0,0
Ukunda,house,U414,9.1,2,2,10,0,0,0,0
Ukunda,house,U415,8.0,1,1,10,0,0,0,0
Ukunda,house,U416,10.5,0,0,0,0,0,0,0
Ukunda,house,U417,12.0,0,0,0,0,0,0,0
Ukunda,house,U418,8.1,0,4,10,0,0,0,0
Ukunda,house,U419,10.2,1,1,10,0,0,0,0
Ukunda,house,U420,7.5,0,0,0,0,0,0,0
Ukunda,house,U421,11.1,0,0,0,0,0,0,0
Ukunda,house,U422,11.1,1,1,10,0,0,0,0
Ukunda,house,U423,7.3,4,0,5,0,0,0,0
Ukunda,house,U424,10.0,0,0,0,0,0,0,0
Ukunda,house,U425,6.7,0,1,10,0,0,0,0
Ukunda,house,U426,7.2,0,1,10,0,0,0,0
Ukunda,house,U427,10.6,0,2,10,0,0,0,0
Ukunda,house,U428,8.0,0,2,10,0,0,0,0
Ukunda,house,U429,9.5,1,2,10,0,0,0,0
Ukunda,house,U430,6.4,0,0,0,0,0,0,0
Ukunda,house,U431,10.6,0,1,10,0,0,0,0
Ukunda,house,U432,11.6,1,2,10,0,0,0,0
Ukunda,house,U433,9.0,0,0,0,0,0,0,0
Ukunda,house,U434,8.4,1,1,10,0,0,0,0
Ukunda,house,U435,7.1,1,0,1,0,0,0,0
Ukunda,house,U436,10.8,0,0,0,0,0,0,0
Ukunda,house,U437,7.5,2,4,10,63,63,0,0
Ukunda,house,U438,6.8,0,1,10,0,0,0,0
Ukunda,house,U439,8.1,0,0,0,0,0,0,0
Ukunda,house,U440,8.1,0,2,10,0,0,0,0
Ukunda,house,U441,11.9,0,0,0,0,0,0,0
Ukunda,house,U442,9.8,0,0,0,0,0,0,0
Ukunda,house,U443,8.2,0,0,0,0,0,0,0
Ukunda,house,U444,8.0,1,1,10,0,0,0,0
Ukunda,house,U445,10.4,0,0,0,0,0,0,0
Ukunda,house,U446,8.6,1,1,10,0,0,0,0
Ukunda,house,U447,9.7,1,1,10,23,23,0,0
Ukunda,house,U448,11.1,0,2,10,0,0,0,0
Ukunda,house,U449,8.5,1,2,10,9,9,0,0
Ukunda,house,U450,8.1,0,1,10,10,10,0,0
Ukunda,house,U451,10.5,0,0,0,0,0,0,0
Ukunda,house,U452,9.7,0,0,0,0,0,0,0
Ukunda,house,U453,11.7,0,2,10,0,0,0,0
Ukunda,house,U454,10.7,0,1,10,0,0,0,0
Ukunda,house,U455,7.1,0,0,0,0,0,0,0
Ukunda,house,U456,7.5,0,0,0,0,0,0,0
Ukunda,house,U457,8.2,1,0,1,0,0,0,0
Ukunda,house,U458,8.9,0,0,0,0,0,0,0
Ukunda,house,U459,8.0,0,0,0,0,0,0,0
Ukunda,house,U460,11.2,1,0,2,0,0,0,0
Ukunda,house,U461,7.1,0,1,10,6,6,0,0
Ukunda,house,U462,7.8,0,0,0,0,0,0,0
Ukunda,house,U463,8.5,1,0,1,0,0,0,0
Ukunda,house,U464,11.7,1,1,10,0,0,0,0
Ukunda,house,U465,9.1,2,0,2,0,0,0,0
Ukunda,house,U466,11.1,0,0,0,0,0,0,0
Ukunda,house,U467,8.8,0,0,0,0,0,0,0
Ukunda,house,U468,8.4,0,0,0,0,0,0,0
Ukunda,house,U469,11.0,0,0,0,0,0,0,0
Ukunda,house,U470,11.4,0,0,0,0,0,0,0
Ukunda,house,U471,10.0,2,1,10,0,0,0,0
Ukunda,house,U472,10.5,0,0,0,0,0,0,0
Ukunda,house,U473,9.1,0,0,0,0,0,0,0
Ukunda,house,U474,9.8,0,1,10,0,0,0,0
Ukunda,house,U475,7.0,1,0,5,0,0,0,0
Ukunda,house,U476,11.9,0,0,0,0,0,0,0
Ukunda,house,U477,9.4,2,1,10,0,0,0,0
Ukunda,house,U478,9.2,0,0,0,0,0,0,0
Ukunda,house,U479,10.5,0,0,0,0,0,0,0
Ukunda,house,U480,8.9,0,3,10,0,0,0,0
