city,type,code,hours,Container_s,Container_ml,liters,n_vectors,susc,exp,inf,y_rand,x_rand,y_cent,x_cent,y_scat,x_scat
Kisumu,house,K55,7.5,0,0,0,0,0,0,0,1.1796808176299873,2.575732114637723,3.389293836282562,2.5502335962978036,4.349059519394486,1.7599824153315438
Kisumu,house,K56,7.0,2,1,10,0,0,0,0,3.9153856719618205,1.6737594534649178,2.716678162477839,1.8803606650581215,3.7932133843846234,2.8945670434713358
Kisumu,house,K57,6.9,1,0,2,0,0,0,0,2.718888900597429,2.2732631215202335,3.3475904090237316,3.3019494795447213,4.095050749427499,2.3438280429660185
Kisumu,house,K58,7.5,0,0,0,0,0,0,0,1.4582663409196617,2.23648192414047,3.2061206239862168,2.751320120655571,2.6356641795615268,3.8915858895692965
Kisumu,house,K59,8.5,1,0,3,0,0,0,0,2.908331366610032,1.2356840405353209,1.0394464258089846,1.808071448668255,3.3291006947227126,2.5065515710772033
Kisumu,house,K60,7.0,0,0,0,0,0,0,0,3.7932133843846234,2.8945670434713358,2.3350151396942156,4.455235255185441,3.379967123968917,3.459205260716597
Kisumu,house,K61,7.1,2,1,10,3,3,0,0,4.095050749427499,2.3438280429660185,1.1796808176299873,2.575732114637723,2.078930034293177,1.9000933472962063
Kisumu,house,K62,11.3,0,0,0,0,0,0,0,2.6356641795615268,3.8915858895692965,3.9153856719618205,1.6737594534649178,3.1801987056729297,3.319526134902016
Kisumu,house,K63,8.9,0,0,0,0,0,0,0,3.3291006947227126,2.5065515710772033,1.4582663409196617,2.23648192414047,3.749291897273881,3.676750734107591
Kisumu,house,K64,10.4,0,0,0,0,0,0,0,3.379967123968917,3.459205260716597,2.908331366610032,1.2356840405353209,2.3990513101284057,2.4411702283651033
Kisumu,house,K65,7.5,0,0,0,0,0,0,0,2.078930034293177,1.9000933472962063,4.349059519394486,1.7599824153315438,1.84095147902032,2.6886760948675033
Kisumu,house,K66,7.4,0,0,0,0,0,0,0,3.749291897273881,3.676750734107591,3.7932133843846234,2.8945670434713358,2.244545536362901,2.894395357159021
Kisumu,house,K67,10.8,0,0,0,0,0,0,0,2.899490288124092,3.4650212167315013,4.095050749427499,2.3438280429660185,3.8105443757014545,2.6424632014836393
Kisumu,house,K68,9.5,1,3,10,7,7,0,0,1.84095147902032,2.6886760948675033,2.6356641795615268,3.8915858895692965,3.109484633930824,2.5154917466798397
Kisumu,house,K69,7.3,0,0,0,0,0,0,0,2.244545536362901,2.894395357159021,3.3291006947227126,2.5065515710772033,1.4015076322217483,4.022544247139738
Kisumu,house,K70,10.4,3,0,6,2,2,0,0,2.10208221655589,3.207565751381881,3.379967123968917,3.459205260716597,3.36748311037825,3.706635613553774
Kisumu,house,K71,11.7,0,0,0,0,0,0,0,3.109484633930824,2.5154917466798397,2.078930034293177,1.9000933472962063,2.1321839733166508,1.9811354170727524
Kisumu,house,K72,10.2,2,0,5,4,4,0,0,1.4015076322217483,4.022544247139738,3.1801987056729297,3.319526134902016,3.550062797295497,2.6275287371444724
Kisumu,house,K73,10.7,1,2,10,0,0,0,0,3.36748311037825,3.706635613553774,3.749291897273881,3.676750734107591,1.9368747975671765,3.809442630931531
Kisumu,house,K74,9.9,0,0,0,0,0,0,0,2.1321839733166508,1.9811354170727524,2.899490288124092,3.4650212167315013,5.687225740220468,2.234183713345753
Kisumu,house,K75,12.0,0,0,0,0,0,0,0,5.687225740220468,2.234183713345753,1.84095147902032,2.6886760948675033,2.8558907375736657,2.149603225520839
Kisumu,house,K76,7.3,2,0,2,0,0,0,0,2.8558907375736657,2.149603225520839,2.10208221655589,3.207565751381881,4.231850138114367,2.464616755513065
Kisumu,house,K77,11.3,0,0,0,0,0,0,0,3.296697993574762,1.515366253614227,3.8105443757014545,2.6424632014836393,3.296697993574762,1.515366253614227
Kisumu,house,K78,8.0,0,0,0,0,0,0,0,1.6598981319068946,2.4718825328872223,1.4015076322217483,4.022544247139738,1.6598981319068946,2.4718825328872223
Kisumu,house,K79,11.1,0,0,0,0,0,0,0,2.3859210523981584,3.975780945099852,3.36748311037825,3.706635613553774,2.3859210523981584,3.975780945099852
Kisumu,house,K80,7.2,0,0,0,0,0,0,0,2.2325034677166884,3.7290594904633148,2.1321839733166508,1.9811354170727524,2.2325034677166884,3.7290594904633148
Kisumu,house,K81,8.4,0,1,10,0,0,0,0,4.802803848939496,2.2773642913142647,3.550062797295497,2.6275287371444724,2.378558508314937,1.6863999162551884
Kisumu,house,K82,10.6,0,0,0,0,0,0,0,2.378558508314937,1.6863999162551884,1.9368747975671765,3.809442630931531,4.050231146060078,3.9606431827759003
Kisumu,house,K83,8.8,1,1,10,0,0,0,0,4.050231146060078,3.9606431827759003,5.687225740220468,2.234183713345753,3.9899306068184397,2.4581533712089274
Kisumu,house,K84,9.4,0,0,0,0,0,0,0,3.9899306068184397,2.4581533712089274,2.8558907375736657,2.149603225520839,3.419295622888492,2.3634003732923574
Kisumu,house,K85,8.8,1,2,10,0,0,0,0,4.8660928005739645,3.9564591400827767,4.231850138114367,2.464616755513065,4.8660928005739645,3.9564591400827767
Kisumu,house,K86,11.4,2,1,10,3,3,0,0,3.305819393328402,3.057357921541768,3.296697993574762,1.515366253614227,3.305819393328402,3.057357921541768
Kisumu,house,K87,10.4,0,0,0,0,0,0,0,2.5162619340649686,3.449609306095304,1.6598981319068946,2.4718825328872223,2.110453848032265,3.425270319811739
Kisumu,house,K88,10.4,0,0,0,0,0,0,0,2.110453848032265,3.425270319811739,2.3859210523981584,3.975780945099852,1.93044894927987,3.9978892200097147
Kisumu,house,K89,7.4,1,0,5,3,3,0,0,1.93044894927987,3.9978892200097147,2.2325034677166884,3.7290594904633148,2.0367854786048185,3.3579514043702687
Kisumu,house,K90,6.9,2,3,10,0,0,0,0,1.226529092098976,2.504770758229479,4.802803848939496,2.2773642913142647,2.049137757583383,2.1883848954169487
Kisumu,house,K91,9.4,0,0,0,0,0,0,0,1.684689374688308,3.7326707496857585,2.378558508314937,1.6863999162551884,1.226529092098976,2.504770758229479
Kisumu,house,K92,7.9,1,0,2,0,0,0,0,3.654404301814857,1.2428166359555202,4.050231146060078,3.9606431827759003,1.684689374688308,3.7326707496857585
Kisumu,house,K93,9.8,0,0,0,0,0,0,0,2.290256213722045,2.388496493150968,3.9899306068184397,2.4581533712089274,3.654404301814857,1.2428166359555202
Kisumu,house,K94,9.9,2,1,10,0,0,0,0,2.9744123483847096,1.322538080718784,3.419295622888492,2.3634003732923574,2.290256213722045,2.388496493150968
Kisumu,house,K95,11.4,1,0,1,0,0,0,0,3.1732140649108422,1.4317069930934887,4.8660928005739645,3.9564591400827767,2.9744123483847096,1.322538080718784
Kisumu,house,K96,9.9,3,0,7,4,4,0,0,1.555905161609361,2.310972354587989,3.305819393328402,3.057357921541768,3.1732140649108422,1.4317069930934887
Kisumu,house,K97,11.5,0,0,0,0,0,0,0,4.393151878989046,2.407957958795237,1.93044894927987,3.9978892200097147,4.393151878989046,2.407957958795237
Kisumu,house,K98,8.5,0,0,0,0,0,0,0,3.5054520441097425,1.823952150038648,2.0367854786048185,3.3579514043702687,1.9316670939328375,3.211279053707514
Kisumu,house,K99,7.4,3,1,10,0,0,0,0,3.0847921249471546,2.527925405891288,2.049137757583383,2.1883848954169487,2.6527026586572076,2.4763445024958672
Kisumu,house,K100,10.8,0,0,0,0,0,0,0,2.52542956131384,1.318681854362765,1.226529092098976,2.504770758229479,3.0847921249471546,2.527925405891288
Kisumu,house,K101,8.2,0,0,0,0,0,0,0,3.030582431128046,1.735297520125728,1.684689374688308,3.7326707496857585,2.52542956131384,1.318681854362765
Kisumu,house,K102,9.5,3,0,3,4,4,0,0,1.8084524662007333,3.7122784028871836,3.654404301814857,1.2428166359555202,1.8084524662007333,3.7122784028871836
Kisumu,house,K103,8.0,0,0,0,0,0,0,0,1.9384731233132648,3.8684789440934826,2.9744123483847096,1.322538080718784,1.9384731233132648,3.8684789440934826
Kisumu,house,K104,7.8,0,0,0,0,0,0,0,1.9516700311199644,1.5686786145160079,3.1732140649108422,1.4317069930934887,1.9516700311199644,1.5686786145160079
Kisumu,house,K105,10.4,0,0,0,0,0,0,0,4.01162502945905,3.346619754656162,1.555905161609361,2.310972354587989,4.01162502945905,3.346619754656162
Kisumu,house,K106,10.9,0,0,0,0,0,0,0,3.648250188591809,2.6780198892979783,4.393151878989046,2.407957958795237,3.648250188591809,2.6780198892979783
Kisumu,house,K107,11.2,2,2,10,13,13,0,0,2.8557599699027567,3.8593242025745282,1.9316670939328375,3.211279053707514,2.8557599699027567,3.8593242025745282
Kisumu,house,K108,9.0,1,1,10,0,0,0,0,2.597872331908682,2.208126951754779,3.5054520441097425,1.823952150038648,2.597872331908682,2.208126951754779
Kisumu,house,K109,11.8,0,0,0,0,0,0,0,2.6714788563171417,2.451199867270514,2.52542956131384,1.318681854362765,2.6714788563171417,2.451199867270514
Kisumu,house,K110,11.6,0,0,0,0,0,0,0,3.577295276224258,2.5075814551068167,3.030582431128046,1.735297520125728,3.577295276224258,2.5075814551068167
Kisumu,house,K111,7.2,0,0,0,0,0,0,0,2.790967205568634,2.614190825334945,1.8084524662007333,3.7122784028871836,2.790967205568634,2.614190825334945
Kisumu,house,K112,11.7,1,0,3,0,0,0,0,3.273669028088043,2.606257766619654,1.9384731233132648,3.8684789440934826,3.273669028088043,2.606257766619654
Kisumu,house,K113,11.6,0,0,0,0,0,0,0,2.4733699678589227,1.775472871535102,1.9516700311199644,1.5686786145160079,2.4733699678589227,1.775472871535102
Kisumu,house,K114,8.0,0,0,0,0,0,0,0,2.02116687901042,2.8809470445595387,4.01162502945905,3.346619754656162,2.2438973202762083,3.3764008714452483
Kisumu,house,K115,7.9,1,1,10,3,3,0,0,3.2853379532206834,4.338335318071221,2.8557599699027567,3.8593242025745282,2.02116687901042,2.8809470445595387
Kisumu,house,K116,11.2,3,1,10,0,0,0,0,3.592618872056536,3.0572557627561086,2.6714788563171417,2.451199867270514,2.658125514759458,3.7772167866269313
Kisumu,house,K117,8.2,2,0,3,0,0,0,0,3.3776172819869585,4.516109330220185,3.577295276224258,2.5075814551068167,3.2853379532206834,4.338335318071221
Kisumu,house,K118,9.8,1,0,1,3,3,0,0,1.473750811507327,4.17895199260495,3.273669028088043,2.606257766619654,3.592618872056536,3.0572557627561086
Kisumu,house,K119,10.8,0,0,0,0,0,0,0,2.402203668059399,3.8991267053739653,2.4733699678589227,1.775472871535102,3.3776172819869585,4.516109330220185
Kisumu,house,K120,11.6,2,1,10,4,4,0,0,1.1302630831723952,2.0777572972238434,2.2438973202762083,3.3764008714452483,1.473750811507327,4.17895199260495
Kisumu,house,K121,7.8,0,0,0,0,0,0,0,0.9850723581573334,3.921284196499623,2.02116687901042,2.8809470445595387,2.402203668059399,3.8991267053739653
Kisumu,house,K122,10.6,1,0,1,2,2,0,0,3.838409488124553,3.65816880324562,2.658125514759458,3.7772167866269313,1.1302630831723952,2.0777572972238434
Kisumu,house,K123,10.6,0,0,0,0,0,0,0,2.1693601115960206,3.5773877740391415,3.2853379532206834,4.338335318071221,0.9850723581573334,3.921284196499623
Kisumu,house,K124,11.6,1,0,2,0,0,0,0,2.4916911472762115,2.9957500968086785,3.592618872056536,3.0572557627561086,2.548969593688339,1.9144598995937436
Kisumu,house,K125,11.3,0,0,0,0,0,0,0,1.7273625740690546,2.1332209305073113,3.3776172819869585,4.516109330220185,3.838409488124553,3.65816880324562
Kisumu,house,K126,6.9,1,1,10,5,5,0,0,2.7587140571023157,2.384526910732114,1.473750811507327,4.17895199260495,1.7036301468272497,1.3208052611712018
Kisumu,house,K127,7.6,0,0,0,0,0,0,0,1.5802510529575071,2.5371554113156565,1.1302630831723952,2.0777572972238434,2.1693601115960206,3.5773877740391415
Kisumu,house,K128,8.9,0,0,0,0,0,0,0,2.350895676150413,1.789669887774712,0.9850723581573334,3.921284196499623,1.5724341640339412,1.8650640198212354
Kisumu,house,K129,8.2,0,0,0,0,0,0,0,3.3975768071817685,2.522217821778011,2.548969593688339,1.9144598995937436,2.4916911472762115,2.9957500968086785
Kisumu,house,K130,8.5,0,0,0,0,0,0,0,2.213905461558561,2.5385081710325297,3.838409488124553,3.65816880324562,2.38338909204411,3.1587441181420304
Kisumu,house,K131,8.6,0,0,0,0,0,0,0,2.3420352351167315,1.7422200385221063,1.7036301468272497,1.3208052611712018,2.7587140571023157,2.384526910732114
Kisumu,house,K132,10.2,0,0,0,0,0,0,0,3.4360478748710674,3.5498642614484064,2.1693601115960206,3.5773877740391415,1.5802510529575071,2.5371554113156565
Kisumu,house,K133,11.4,0,0,0,0,0,0,0,2.9502264617044904,1.1970471409705419,1.5724341640339412,1.8650640198212354,2.350895676150413,1.789669887774712
Kisumu,house,K134,9.2,0,0,0,0,0,0,0,2.1855232644372444,3.732834167935562,1.7273625740690546,2.1332209305073113,3.3975768071817685,2.522217821778011
Kisumu,house,K135,10.0,0,0,0,0,0,0,0,2.706471947093841,1.6393028604595914,2.38338909204411,3.1587441181420304,4.3811252531543134,1.9012895647402195
Kisumu,house,K136,8.6,2,3,10,16,16,0,0,1.7661172073754996,3.1253435473863265,1.5802510529575071,2.5371554113156565,2.213905461558561,2.5385081710325297
Kisumu,house,K137,7.8,0,0,0,0,0,0,0,3.230896533972834,2.165783580249506,2.350895676150413,1.789669887774712,1.4099663918071603,3.082885570002541
Kisumu,house,K138,9.3,0,0,0,0,0,0,0,2.537970296820004,2.216772641156191,4.3811252531543134,1.9012895647402195,3.4360478748710674,3.5498642614484064
Kisumu,house,K139,9.5,0,0,0,0,0,0,0,4.7427578272970035,4.225159972907811,2.213905461558561,2.5385081710325297,2.9502264617044904,1.1970471409705419
Kisumu,house,K140,10.5,1,0,1,0,0,0,0,3.078566760417952,4.584557878220024,1.4099663918071603,3.082885570002541,2.1855232644372444,3.732834167935562
Kisumu,house,K141,10.2,0,0,0,0,0,0,0,4.203868632923869,2.3753078014869895,2.3420352351167315,1.7422200385221063,2.706471947093841,1.6393028604595914
Kisumu,house,K142,7.1,1,0,2,0,0,0,0,2.9017476064795327,3.21778151184703,3.4360478748710674,3.5498642614484064,1.7661172073754996,3.1253435473863265
Kisumu,house,K143,10.6,1,1,10,9,9,0,0,1.8141487984107372,2.0050274379898516,2.9502264617044904,1.1970471409705419,2.537970296820004,2.216772641156191
Kisumu,house,K144,8.2,0,0,0,0,0,0,0,3.497016623139559,3.136803349454705,2.1855232644372444,3.732834167935562,4.7427578272970035,4.225159972907811
Kisumu,house,K145,7.8,0,0,0,0,0,0,0,3.516112172265951,1.4940084630479729,2.706471947093841,1.6393028604595914,3.078566760417952,4.584557878220024
Kisumu,house,K146,7.8,0,0,0,0,0,0,0,0.9455420780055832,2.3867905089420742,1.7661172073754996,3.1253435473863265,4.203868632923869,2.3753078014869895
Kisumu,house,K147,10.1,0,0,0,0,0,0,0,1.458622954928345,3.061277747794978,3.230896533972834,2.165783580249506,2.9017476064795327,3.21778151184703
Kisumu,house,K148,10.4,0,0,0,0,0,0,0,2.1382716962387818,2.3404264659539042,4.7427578272970035,4.225159972907811,1.8141487984107372,2.0050274379898516
Kisumu,house,K149,9.0,0,0,0,0,0,0,0,2.6986309192863303,1.335206502042817,3.078566760417952,4.584557878220024,3.497016623139559,3.136803349454705
Kisumu,house,K150,10.5,0,0,0,0,0,0,0,1.5072489500079054,2.7789650928756586,4.203868632923869,2.3753078014869895,3.516112172265951,1.4940084630479729
Kisumu,house,K151,7.7,0,0,0,0,0,0,0,2.635059101394264,1.6495071963092824,2.9017476064795327,3.21778151184703,0.9455420780055832,2.3867905089420742
Kisumu,house,K152,6.9,0,0,0,0,0,0,0,2.502644035312303,3.8741956439006127,1.8141487984107372,2.0050274379898516,1.458622954928345,3.061277747794978
Kisumu,house,K153,9.7,1,1,10,6,6,0,0,4.346817614025795,2.059440440742686,3.497016623139559,3.136803349454705,2.1382716962387818,2.3404264659539042
Kisumu,house,K154,7.1,0,0,0,0,0,0,0,3.761130983711944,2.035852139109468,3.516112172265951,1.4940084630479729,2.6986309192863303,1.335206502042817
Kisumu,house,K155,7.0,2,2,10,0,0,0,0,2.1837704569551515,3.302911340347553,0.9455420780055832,2.3867905089420742,3.4099791555163006,2.6739656468463093
Kisumu,house,K156,8.0,0,0,0,0,0,0,0,3.838909919352552,1.7240918044791624,1.458622954928345,3.061277747794978,1.5072489500079054,2.7789650928756586
Kisumu,house,K157,10.2,0,0,0,0,0,0,0,2.040306628765543,1.9595703483222264,2.6986309192863303,1.335206502042817,2.502644035312303,3.8741956439006127
Kisumu,house,K158,7.9,0,0,0,0,0,0,0,1.6053311938007424,2.6275389227538173,3.4099791555163006,2.6739656468463093,4.346817614025795,2.059440440742686
Kisumu,house,K159,8.3,0,0,0,0,0,0,0,3.136317738359348,2.252400326271509,1.5072489500079054,2.7789650928756586,3.761130983711944,2.035852139109468
Kisumu,house,K160,8.3,7,0,10,14,14,0,0,3.7506125379872737,2.0305708911645115,2.635059101394264,1.6495071963092824,1.9419634359763578,1.9954011167958565
Kisumu,house,K161,10.7,0,0,0,0,0,0,0,2.6336892858637118,2.439889558336218,2.502644035312303,3.8741956439006127,2.1837704569551515,3.302911340347553
Kisumu,house,K162,9.4,0,0,0,0,0,0,0,2.0485514451562095,1.300200372005458,4.346817614025795,2.059440440742686,3.838909919352552,1.7240918044791624
Kisumu,house,K163,9.6,0,0,0,0,0,0,0,2.432434637294441,1.9421716247859309,3.761130983711944,2.035852139109468,2.040306628765543,1.9595703483222264
Kisumu,house,K164,8.1,0,0,0,0,0,0,0,3.5214980056897187,2.5236477784998708,1.9419634359763578,1.9954011167958565,1.2778793427718382,3.821171930051195
Kisumu,house,K165,8.2,1,0,2,0,0,0,0,3.1250444769845203,3.712322932882874,2.1837704569551515,3.302911340347553,1.6053311938007424,2.6275389227538173
Kisumu,house,K166,11.8,0,0,0,0,0,0,0,2.2873510502181142,2.461770462106697,3.838909919352552,1.7240918044791624,3.136317738359348,2.252400326271509
Kisumu,house,K167,8.8,2,0,3,4,4,0,0,1.9466732552184154,2.1862947442951137,2.040306628765543,1.9595703483222264,3.7506125379872737,2.0305708911645115
Kisumu,house,K168,8.6,5,0,9,30,30,0,0,2.8444258924718953,1.668302866865875,3.301092260076828,1.4042460892828827,2.6336892858637118,2.439889558336218
Kisumu,house,K169,11.2,0,0,0,0,0,0,0,1.8514065293127266,3.4792419613382384,1.6053311938007424,2.6275389227538173,2.0485514451562095,1.300200372005458
Kisumu,house,K170,10.1,1,0,2,0,0,0,0,3.020613774893301,3.593085950376062,3.136317738359348,2.252400326271509,3.5214980056897187,2.5236477784998708
Kisumu,house,K171,8.3,0,0,0,0,0,0,0,1.4954270311061455,2.6744043947102103,3.7506125379872737,2.0305708911645115,3.1250444769845203,3.712322932882874
Kisumu,house,K172,8.0,2,0,7,0,0,0,0,3.3809831782503648,2.8677706732542405,2.0485514451562095,1.300200372005458,2.2873510502181142,2.461770462106697
